Character,Line,text_lemmatized,Season,Episode_Number,Dominant,compound,neg,neu,pos
Michael," So this is our sales staff. They are the ones who are making calls and making us lots of money. [comes to a screeching halt and laughs] This is accounting. The numbers dudes. Do not let the job description fool you, they are all completely crazy. Especially that guy, he is a mental patient. [camera zooms in on Kevin] Not literally of course, that wouldn’t work. The last place you’d want somebody like that is accounting. [hides behind office plant] “Very interesting, but stupid.” Artie Johnson. It’s a crazy place.  ","['sale', 'staff', 'one', 'make', 'call', 'make', 'lot', 'money', 'come', 'screech', 'halt', 'laugh', 'accounting', 'number', 'dude', 'job', 'description', 'fool', 'completely', 'crazy', 'especially', 'guy', 'mental', 'patient', 'camera', 'zoom', 'kevin', 'literally', 'course', 'work', 'place', 'want', 'somebody', 'accounting', 'hide', 'office', 'plant', 'interest', 'stupid', 'artie', 'johnson', 'crazy', 'place']",1,1,Topic 50,-0.3392,0.085,0.845,0.071
Angela," My name is Angela and um, I’m in charge of the accounting department. There are three of us, Kevin and Oscar.","['angela', 'charge', 'accounting', 'department', 'kevin', 'oscar']",1,1,Topic 43,0.0,0.0,1.0,0.0
Angela," Oscar, how do I describe him. He’s like a stapler. Do I need a stapler? Yes. But, I’m still the one that has to push it down.","['oscar', 'stapler', 'need', 'stapler', 'push']",1,1,Topic 50,0.3818,0.0,0.874,0.126
Angela," Not very worried about downsizing right now. Because, uh, I think you’ve met Kevin and um…","['worried', 'downsize', 'met', 'kevin']",1,1,Topic 41,0.2743,0.0,0.877,0.123
Angela," I have a lot of cat figurines on my desk. I think cats, really, are old souls. And, uh, Phyllis thinks so too.  ","['cat', 'figurine', 'desk', 'cat', 'old', 'soul', 'phyllis', 'think']",1,1,Topic 8,0.0,0.0,1.0,0.0
Michael," What you don’t know… Well, it can hurt you, but if you don’t know it won’t hurt you. Then, you can just be happy for a little while at least.  ","['know', 'hurt', 'know', 'hurt', 'happy', 'little']",1,1,Topic 19,-0.0516,0.173,0.66,0.168
Michael," Oh, John Belushi. What a crazy guy. Phew, freaked myself out this morning.","['john', 'belushi', 'crazy', 'guy', 'phew', 'freak', 'morning']",1,1,Topic 44,-0.5574,0.295,0.705,0.0
Michael," Yeah. I thought I found a lump. I checked the, uh… I check the jewels every month. This time… You know, it’s a little different. It was fine. It was fine. But freaky, man, you know. Testicular cancer, God. Cancer, whoa testicles. So… What’s, um… What you eating?","['thought', 'lump', 'checked', 'check', 'jewel', 'month', 'time', 'know', 'little', 'different', 'fine', 'fine', 'freaky', 'man', 'know', 'testicular', 'cancer', 'god', 'cancer', 'whoa', 'testicle', 'eat']",1,1,Topic 10,-0.9081,0.24,0.62,0.14
Michael," Oh, place around the corner. Nice. All right. See you later.  ","['place', 'corner', 'nice', 'later']",1,1,Topic 17,0.4215,0.0,0.781,0.219
Michael, Do I need to speak up? [grabs boom microphone] Hello.  ,"['need', 'speak', 'grab', 'boom', 'microphone']",1,1,Topic 20,0.0,0.0,1.0,0.0
Dwight," I understand. It’s in a blind spot because I’m trained in several martial arts and one of them, uh, includes, uh, an awareness that the masters bring, uh, of anything on all sides of you. It could be behind you or whatever. This is directly in a blind spot, so I’m trained to respond negatively to something right above my head. [new take] This now I have an eye on. You see, it’s on my periphery and if I needed to block it, attack it, stop it somehow. [does a martial arts move with his hands] I could come right out. I mean, I know you’re doing your job, but… Documentary Crew Member:","['understand', 'blind', 'spot', 'train', 'martial', 'art', 'include', 'awareness', 'master', 'bring', 'side', 'directly', 'blind', 'spot', 'train', 'respond', 'negatively', 'head', 'new', 'eye', 'periphery', 'need', 'block', 'attack', 'stop', 'martial', 'art', 'hand', 'mean', 'know', 'job', 'documentary', 'crew', 'member']",1,1,Topic 20,-0.9118,0.112,0.888,0.0
Michael," I think better to be a happy idiot then a, um… Then someone who knows the truth.  ","['better', 'happy', 'idiot', 'know', 'truth']",1,1,Topic 25,0.6808,0.131,0.516,0.353
Michael, Gotcha. Good. I’d go with the rows. That’s a good idea.  ,"['gotcha', 'row', 'idea']",1,2,Topic 5,0.7003,0.0,0.608,0.392
Michael," Today is diversity day and someone’s going to come in and talk to us about diversity. It’s something that I’ve been pushing, that I’ve been wanting to push, for a long time and Corporate mandated it. And I never actually talked to Corporate about it. They kind of beat me to the punch, the bastards. But I was going to. And I think it’s very important that we have this. I’m very, very excited.  ","['today', 'diversity', 'someone', 'go', 'talk', 'diversity', 'push', 'want', 'push', 'long', 'time', 'corporate', 'mandate', 'actually', 'talk', 'corporate', 'kind', 'beat', 'punch', 'bastard', 'go', 'important', 'excite']",1,2,Topic 48,0.6245,0.031,0.886,0.082
Jim," That’s the thing. It’s very sturdy paper and on the back it says, “100% post-consumer content.” What? Hello? Uh-huh. Wait. What? I’m sorry, Mr. Decker. I think I’m losing you. [Shedder whirring] Hello? Hello? Yeah. Hold on one second. I don’t know. Hold on one second.","['sturdy', 'paper', 'say', 'postconsumer', 'content', 'uhhuh', 'wait', 'sorry', 'decker', 'lose', 'shedder', 'whir', 'hold', 'second', 'know', 'hold', 'second']",1,2,Topic 19,-0.3939,0.097,0.859,0.044
Dwight, Yes I do. I should have done it weeks ago actually.,"['week', 'actually']",1,2,Topic 29,0.4019,0.0,0.787,0.213
Jim," Mr. Decker, I’m sorry about that. What were you… Can you hold on one second? Yeah, just one second. Thanks. [Power off, silence] Hello? That’s it. Perfect. So what I was saying… [Dialing tone] Hello? Thanks, Dwight.","['decker', 'sorry', 'hold', 'second', 'second', 'thanks', 'power', 'silence', 'perfect', 'say', 'dial', 'tone', 'thanks', 'dwight']",1,2,Topic 24,0.8988,0.029,0.703,0.269
Jim," This is my biggest sale of the year. They love me over there for some reason. I’m not really sure why but I make one call over there every year, just to renew their account, and that one call ends up being 25% of my commission for the whole year, so I buy a mini bottle of champagne, celebrate a little. And this year I’m pushing recycled paper on them for one percent more. I know. I’m getting cocky. Right?  ","['big', 'sale', 'year', 'love', 'reason', 'sure', 'year', 'renew', 'account', 'end', 'commission', 'year', 'buy', 'mini', 'bottle', 'champagne', 'celebrate', 'little', 'year', 'push', 'recycle', 'paper', 'percent', 'know', 'get', 'cocky']",1,2,Topic 6,0.8446,0.038,0.845,0.118
Pam, I know. I saw that.,"['know', 'saw']",1,2,Topic 1,0.0,0.0,1.0,0.0
Pam, I’m saving that ’cause I like it when the cards go T-ts-ts-tch-tch-tch.,"['save', 'cause', 'card', 'ttststchtchtch']",1,2,Topic 37,0.3612,0.0,0.815,0.185
Michael," Hey, Oscar! How are you doing, man? ","['oscar', 'man']",1,2,Topic 26,0.0,0.0,1.0,0.0
Michael, Did you have a good weekend going there?,"['weekend', 'go']",1,2,Topic 15,0.4404,0.0,0.707,0.293
Michael," Oh yeah, I bet it was fun. [to Mr. Brown] Oh, hey! This is Oscar—","['bet', 'fun', 'brown', 'oscar']",1,2,Topic 5,0.6996,0.0,0.692,0.308
Michael,"  Right. See? I don’t even know, first-name basis!","['know', 'firstname', 'basis']",1,2,Topic 3,0.0,0.0,1.0,0.0
Michael," Oh hey, well, diversity, everybody, let’s do it. Oscar works in… here. Jim, could you wrap it up, please?","['diversity', 'everybody', 'let', 'oscar', 'work', 'jim', 'wrap']",1,2,Topic 3,0.5267,0.0,0.794,0.206
Jim," Yeah, uh, Mr. Decker, please.",['decker'],1,2,Topic 45,0.5423,0.0,0.4,0.6
Michael," It’s diversity day, Jim. I wish every day was diversity day.","['diversity', 'jim', 'wish', 'diversity']",1,2,Topic 48,0.4019,0.0,0.787,0.213
Jim, You know what? I’m actually going to have to call you back. Thank you. Sorry about that.  ,"['know', 'actually', 'go', 'thank', 'sorry']",1,2,Topic 1,0.296,0.069,0.798,0.133
Michael," Come on people, let’s get ’em in. Get in the cards! Get in the cards!","['people', 'let', 'em', 'card', 'card']",1,2,Topic 37,0.0,0.0,1.0,0.0
Michael," You know what? This is a color-free-zone here. Stanley, I don’t look at you as another race.","['know', 'colorfreezone', 'stanley', 'look', 'race']",1,2,Topic 41,0.0,0.0,1.0,0.0
Michael, Celebrate good times. Come on! Let’s celebrate diversity. Right?,"['celebrate', 'time', 'let', 'celebrate', 'diversity']",1,2,Topic 30,0.8908,0.0,0.362,0.638
Michael, You know what? Here’s what we’re going to do. Why don’t we go around and everybody… everybody say a race that you are attracted to sexually. I will go last. Go.,"['know', 'here', 'go', 'everybody', 'everybody', 'race', 'attract', 'sexually']",1,2,Topic 41,0.4215,0.0,0.915,0.085
Michael," Hey, hey why don’t you run it by me and I’ll run it by him.","['run', 'run']",1,2,Topic 17,0.0,0.0,1.0,0.0
Dwight," OK, can we steer away from gay people?","['steer', 'away', 'gay', 'people']",1,2,Topic 4,0.0,0.0,1.0,0.0
Dwight," I’m sorry. It’s an orientation. It’s not a race. Plus a lot of other races are intolerant of gays, so…paradox.","['sorry', 'orientation', 'race', 'plus', 'race', 'intolerant', 'gay', 'paradox']",1,2,Topic 41,-0.0772,0.064,0.936,0.0
Michael, OK. Why don’t we just defer to Mr…,['defer'],1,2,Topic 44,-0.296,0.239,0.761,0.0
Michael," Ah. Oh, right! OK. First test. I will not call you that.",['test'],1,2,Topic 49,0.0,0.0,1.0,0.0
Michael," How come Chris Rock can do a routine and everybody finds it hilarious and ground-breaking and then I go and do the exact same routine, same comedic timing, and people file a complaint to Corporate? Is it because I’m white and Chris is black?  ","['chris', 'rock', 'routine', 'everybody', 'find', 'hilarious', 'groundbreaking', 'exact', 'routine', 'comedic', 'timing', 'people', 'file', 'complaint', 'corporate', 'white', 'chris', 'black']",1,2,Topic 33,0.5514,0.045,0.837,0.118
Michael, I will play the Chris Rock guy. I would like to see someone else pull this off.,"['play', 'chris', 'rock', 'guy', 'pull']",1,2,Topic 44,0.5994,0.0,0.754,0.246
Michael," OK, I will play guy listening.","['play', 'guy', 'listen']",1,2,Topic 3,0.34,0.0,0.676,0.324
Michael, Kevin is a great guy. He’s a great accountant. He is not much of an entertainer.  ,"['kevin', 'great', 'guy', 'great', 'accountant', 'entertainer']",1,2,Topic 47,0.8957,0.0,0.546,0.454
Michael," OK. I’m sorry. I’m sorry. He’s ruin… He’s butchering it. Could you just let me… [As Chris Rock] Every time… Every time black people want to have a good time, some ignant ass… [Bleep] I take care of my kid!","['sorry', 'sorry', 'ruin', 'butchering', 'chris', 'rock', 'time', 'time', 'black', 'people', 'want', 'time', 'ignant', 'as', 'bleep', 'care', 'kid']",1,2,Topic 2,0.7263,0.057,0.773,0.17
Michael, [Bleep] They always want credit for something they supPOSED to do!,"['bleep', 'want', 'credit', 'suppose']",1,2,Topic 16,0.4926,0.0,0.682,0.318
Michael, [As Chris Rock] What you want a cookie?  ,"['chris', 'rock', 'want', 'cookie']",1,2,Topic 31,0.0772,0.0,0.843,0.157
Dwight," Excuse me, I’m sorry, but that’s not all it takes to be a hero.","['excuse', 'sorry', 'take', 'hero']",1,2,Topic 44,0.7096,0.063,0.604,0.332
Dwight," A hero kills people, people that wish him harm.","['hero', 'kill', 'people', 'people', 'wish', 'harm']",1,2,Topic 4,-0.1779,0.383,0.273,0.344
Dwight," A hero is part-human and part-supernatural. A hero is born out of a childhood trauma, or out of a disaster that must be avenged.","['hero', 'parthuman', 'partsupernatural', 'hero', 'born', 'childhood', 'trauma', 'disaster', 'avenge']",1,2,Topic 2,0.0772,0.202,0.587,0.211
Michael, [Clears throat] I don’t think I can sign this.,"['clear', 'throat', 'sign']",1,2,Topic 10,0.0772,0.0,0.86,0.14
Michael," Well, OK, it says here that I learned something and I knew all this stuff already, so… I know, I could sign something that says that I taught something, or that I helped you teach something, so… Pam! Where is she? Pam, could we change something on this?","['say', 'learn', 'stuff', 'know', 'sign', 'say', 'taught', 'help', 'teach', 'pam', 'pam', 'change']",1,2,Topic 36,0.4122,0.0,0.945,0.055
Michael," Here’s the thing. This office, I think this is very advanced in terms of… racial awareness and it’s probably more advanced than you’re used to. That’s probably throwing you off a little bit.","['here', 'office', 'advanced', 'term', 'racial', 'awareness', 'probably', 'advanced', 'probably', 'throw', 'little', 'bit']",1,2,Topic 41,0.5553,0.0,0.871,0.129
Michael," OK, well I know. You told me that several times.","['know', 'time']",1,2,Topic 2,0.2732,0.0,0.811,0.189
Michael," Well, here I am thinking that you actually cared about diversity training. And you don’t.","['think', 'actually', 'care', 'diversity', 'training']",1,2,Topic 46,0.5994,0.0,0.726,0.274
Michael," “I regret my actions. I regret offending my coworkers. I pledge to bring my best spirit of honesty, empathy, respect and open-mindedness…” Open-mindedness, is that even a word? “…into the workplace. In this way, I can truly be a hero. Signed, Daffy Duck.” [Laughing] He’s going to lose it when he reads that.  ","['regret', 'action', 'regret', 'offend', 'coworkers', 'pledge', 'bring', 'best', 'spirit', 'honesty', 'empathy', 'respect', 'openmindedness', 'openmindedness', 'word', 'workplace', 'way', 'truly', 'hero', 'sign', 'daffy', 'duck', 'laugh', 'go', 'lose', 'read']",1,2,Topic 34,0.8834,0.154,0.556,0.29
Jim," Yeah, hi. Is Mr. Decker around? Oh, well, could you just have him call me after lunch? Thank you.","['decker', 'lunch', 'thank']",1,2,Topic 48,0.7319,0.0,0.691,0.309
Michael," “I pledge to always keep an open mind and an open heart.” I do believe… in that part of the pledge I that just read. But a pledge? Come on. I mean who are we, the Girl Scouts? No. Look… the guy, “Mr. Brown,” he got us halfway there. He got us talking. Well, no. I got us talking. He got us nothing. He insulted us and he abandoned us. You call that diversity training? I don’t. Were there any connections between any of us? Did anyone look each other in the eye? Was there any emotion going on? No. Where was the heart? I didn’t see any heart. Where was my Oprah moment? OK, get as much done as you can before lunch because, afterward, I’m going to have you all in tears.  ","['pledge', 'open', 'mind', 'open', 'heart', 'believe', 'pledge', 'read', 'pledge', 'mean', 'girl', 'scout', 'look', 'guy', 'brown', 'halfway', 'talk', 'talk', 'insult', 'abandon', 'diversity', 'training', 'connection', 'look', 'eye', 'emotion', 'go', 'heart', 'heart', 'oprah', 'moment', 'lunch', 'afterward', 'go', 'tear']",1,2,Topic 19,0.9373,0.041,0.836,0.123
Michael, All right? Everybody pretty? Come on. Here we go. It’s time. Let’s do some good.,"['everybody', 'pretty', 'time', 'let']",1,2,Topic 2,0.755,0.0,0.668,0.332
Michael," No, this is not a joke. OK? That was offensive and lame. So double offensive. This is an environment of welcoming and you should just get the hell out of here. OK, let’s go. Let’s do it. Come on. Let’s have some fun, everybody. Here we go. Take a seat. Cop a squat. And um… thanks for coming in. Um… Diversity… is the cornerstone of progress as I’ve always said. But don’t take my word for it. Let’s take a look at the tape.  ","['joke', 'offensive', 'lame', 'double', 'offensive', 'environment', 'welcome', 'hell', 'let', 'let', 'let', 'fun', 'everybody', 'seat', 'cop', 'squat', 'thanks', 'come', 'diversity', 'cornerstone', 'progress', 'say', 'word', 'let', 'look', 'tape']",1,2,Topic 3,-0.3255,0.11,0.804,0.085
Michael," [on the tape] Hi. I’m Michael Scott. I’m in charge of Dunder Mifflin Paper Products here in Scranton, Pennsylvania but I’m also the founder of Diversity Tomorrow, because today is almost over. Abraham Lincoln once said that, “If you’re a racist, I will attack you with the North.” And those are the principles that I carry with me in the workplace.  ","['tape', 'michael', 'scott', 'charge', 'dunder', 'mifflin', 'paper', 'product', 'scranton', 'pennsylvania', 'founder', 'diversity', 'tomorrow', 'today', 'abraham', 'lincoln', 'say', 'racist', 'attack', 'north', 'principle', 'carry', 'workplace']",1,2,Topic 21,-0.8922,0.141,0.859,0.0
